classe,desc_classe,desc_divisao,desc_grupo,desc_secao,desc_subclasse,divisao,grupo,secao,subclasse,cnpj
56112,56112 - RESTAURANTES E OUTROS ESTABELECIMENTOS DE SERVICOS DE ALIMENTACAO E BEBIDAS,56 - ALIMENTACAO,561 - RESTAURANTES E OUTROS SERVICOS DE ALIMENTACAO E BEBIDAS,I - ALOJAMENTO E ALIMENTACAO,"5611203 - LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56,561,I,5611203,78005691000103
45200,45200 - MANUTENCAO E REPARACAO DE VEICULOS AUTOMOTORES,45 - COMERCIO E REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,452 - MANUTENCAO E REPARACAO DE VEICULOS AUTOMOTORES,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4520001 - SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES,45,452,G,4520001,04346875000109
45200,45200 - MANUTENCAO E REPARACAO DE VEICULOS AUTOMOTORES,45 - COMERCIO E REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,452 - MANUTENCAO E REPARACAO DE VEICULOS AUTOMOTORES,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4520002 - SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES,45,452,G,4520002,04346875000109
14126,"14126 - CONFECCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS",14 - CONFECCAO DE ARTIGOS DO VESTUARIO E ACESSORIOS,141 - CONFECCAO DE ARTIGOS DO VESTUARIO E ACESSORIOS,C - INDUSTRIAS DE TRANSFORMACAO,"1412602 - CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS",14,141,C,1412602,10392107000186
47814,47814 - COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47 - COMERCIO VAREJISTA,478 - COMERCIO VAREJISTA DE PRODUTOS NOVOS NAO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4781400 - COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47,478,G,4781400,10392107000186
46494,46494 - COMERCIO ATACADISTA DE EQUIPAMENTOS E ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE,"46 - COMERCIO POR ATACADO, EXCETO VEICULOS AUTOMOTORES E MOTOCICLETAS",464 - COMERCIO ATACADISTA DE PRODUTOS DE CONSUMO NAO ALIMENTAR,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4649499 - COMERCIO ATACADISTA DE OUTROS EQUIPAMENTOS E ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE,46,464,G,4649499,02581101000129
46699,"46699 - COMERCIO ATACADISTA DE MAQUINAS, APARELHOS E EQUIPAMENTOS NAO ESPECIFICADOS ANTERIORMENTE; PARTES E PECAS","46 - COMERCIO POR ATACADO, EXCETO VEICULOS AUTOMOTORES E MOTOCICLETAS","466 - COMERCIO ATACADISTA DE MAQUINAS, APARELHOS E EQUIPAMENTOS, EXCETO DE TECNOLOGIAS DE INFORMACAO E COMUNICACAO",G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4669999 - COMERCIO ATACADISTA DE OUTRAS MAQUINAS E EQUIPAMENTOS NAO ESPECIFICADOS ANTERIORMENTE; PARTES E PECAS,46,466,G,4669999,02581101000129
47229,47229 - COMERCIO VAREJISTA DE CARNES E PESCADOS - ACOUGUES E PEIXARIAS,47 - COMERCIO VAREJISTA,"472 - COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS, BEBIDAS E FUMO",G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4722902 - PEIXARIA,47,472,G,4722902,06128329000119
46346,"46346 - COMERCIO ATACADISTA DE CARNES, PRODUTOS DA CARNE E PESCADO","46 - COMERCIO POR ATACADO, EXCETO VEICULOS AUTOMOTORES E MOTOCICLETAS","463 - COMERCIO ATACADISTA ESPECIALIZADO EM PRODUTOS ALIMENTICIOS, BEBIDAS E FUMO",G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4634603 - COMERCIO ATACADISTA DE PESCADOS E FRUTOS DO MAR,46,463,G,4634603,06128329000119
74901,"74901 - ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE","74 - OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS","749 - ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE","M - ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS","7490199 - OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE",74,749,M,7490199,28791726000109
85996,85996 - ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE,85 - EDUCACAO,859 - OUTRAS ATIVIDADES DE ENSINO,P - EDUCACAO,8599604 - TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,85,859,P,8599604,28791726000109
86305,86305 - ATIVIDADES DE ATENCAO AMBULATORIAL EXECUTADAS POR MEDICOS E ODONTOLOGOS,86 - ATIVIDADES DE ATENCAO A SAUDE HUMANA,863 - ATIVIDADES DE ATENCAO AMBULATORIAL EXECUTADAS POR MEDICOS E ODONTOLOGOS,Q - SAUDE HUMANA E SERVICOS SOCIAIS,8630503 - ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS,86,863,Q,8630503,28791726000109
49230,49230 - TRANSPORTE RODOVIARIO DE TAXI,49 - TRANSPORTE TERRESTRE,492 - TRANSPORTE RODOVIARIO DE PASSAGEIROS,"H - TRANSPORTE, ARMAZENAGEM E CORREIO",4923001 - SERVICO DE TAXI,49,492,H,4923001,08900478000180
62023,62023 - DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZAVEIS,62 - ATIVIDADES DOS SERVICOS DE TECNOLOGIA DA INFORMACAO,620 - ATIVIDADES DOS SERVICOS DE TECNOLOGIA DA INFORMACAO,J - INFORMACAO E COMUNICACAO,6202300 - DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZAVEIS,62,620,J,6202300,08900478000180
73114,73114 - AGENCIAS DE PUBLICIDADE,73 - PUBLICIDADE E PESQUISA DE MERCADO,731 - PUBLICIDADE,"M - ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS",7311400 - AGENCIAS DE PUBLICIDADE,73,731,M,7311400,08900478000180
77403,77403 - GESTAO DE ATIVOS INTANGIVEIS NAO FINANCEIROS,77 - ALUGUEIS NAO IMOBILIARIOS E GESTAO DE ATIVOS INTANGIVEIS NAO FINANCEIROS,774 - GESTAO DE ATIVOS INTANGIVEIS NAO FINANCEIROS,N - ATIVIDADES ADMINISTRATIVAS E SERVICOS COMPLEMENTARES,7740300 - GESTAO DE ATIVOS INTANGIVEIS NAO FINANCEIROS,77,774,N,7740300,08900478000180
68102,68102 - ATIVIDADES IMOBILIARIAS DE IMOVEIS PROPRIOS,68 - ATIVIDADES IMOBILIARIAS,681 - ATIVIDADES IMOBILIARIAS DE IMOVEIS PROPRIOS,L - ATIVIDADES IMOBILIARIAS,6810201 - COMPRA E VENDA DE IMOVEIS PROPRIOS,68,681,L,6810201,22159624000199
41107,41107 - INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS,41 - CONSTRUCAO DE EDIFICIOS,411 - INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS,F - CONSTRUCAO,4110700 - INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS,41,411,F,4110700,22159624000199
01512,01512 - CRIACAO DE BOVINOS,"01 - AGRICULTURA, PECUARIA E SERVICOS RELACIONADOS",015 - PECUARIA,"A - AGRICULTURA, PECUARIA, PRODUCAO FLORESTAL, PESCA E AQUICULTURA",0151201 - CRIACAO DE BOVINOS PARA CORTE,01,015,A,0151201,10727418000159
47326,47326 - COMERCIO VAREJISTA DE LUBRIFICANTES,47 - COMERCIO VAREJISTA,473 - COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4732600 - COMERCIO VAREJISTA DE LUBRIFICANTES,47,473,G,4732600,09627971000130
29506,29506 - RECONDICIONAMENTO E RECUPERACAO DE MOTORES PARA VEICULOS AUTOMOTORES,"29 - FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS",295 - RECONDICIONAMENTO E RECUPERACAO DE MOTORES PARA VEICULOS AUTOMOTORES,C - INDUSTRIAS DE TRANSFORMACAO,2950600 - RECONDICIONAMENTO E RECUPERACAO DE MOTORES PARA VEICULOS AUTOMOTORES,29,295,C,2950600,09627971000130
45200,45200 - MANUTENCAO E REPARACAO DE VEICULOS AUTOMOTORES,45 - COMERCIO E REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,452 - MANUTENCAO E REPARACAO DE VEICULOS AUTOMOTORES,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4520002 - SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES,45,452,G,4520002,09627971000130
79121,79121 - OPERADORES TURISTICOS,"79 - AGENCIAS DE VIAGENS, OPERADORES TURISTICOS E SERVICOS DE RESERVAS",791 - AGENCIAS DE VIAGENS E OPERADORES TURISTICOS,N - ATIVIDADES ADMINISTRATIVAS E SERVICOS COMPLEMENTARES,7912100 - OPERADORES TURISTICOS,79,791,N,7912100,09143784000181
79902,79902 - SERVICOS DE RESERVAS E OUTROS SERVICOS DE TURISMO NAO ESPECIFICADOS ANTERIORMENTE,"79 - AGENCIAS DE VIAGENS, OPERADORES TURISTICOS E SERVICOS DE RESERVAS",799 - SERVICOS DE RESERVAS E OUTROS SERVICOS DE TURISMO NAO ESPECIFICADOS ANTERIORMENTE,N - ATIVIDADES ADMINISTRATIVAS E SERVICOS COMPLEMENTARES,7990200 - SERVICOS DE RESERVAS E OUTROS SERVICOS DE TURISMO NAO ESPECIFICADOS ANTERIORMENTE,79,799,N,7990200,09143784000181
46397,46397 - COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EM GERAL,"46 - COMERCIO POR ATACADO, EXCETO VEICULOS AUTOMOTORES E MOTOCICLETAS","463 - COMERCIO ATACADISTA ESPECIALIZADO EM PRODUTOS ALIMENTICIOS, BEBIDAS E FUMO",G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4639701 - COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EM GERAL,46,463,G,4639701,11626949000118
46397,46397 - COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EM GERAL,"46 - COMERCIO POR ATACADO, EXCETO VEICULOS AUTOMOTORES E MOTOCICLETAS","463 - COMERCIO ATACADISTA ESPECIALIZADO EM PRODUTOS ALIMENTICIOS, BEBIDAS E FUMO",G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4639701 - COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EM GERAL,46,463,G,4639701,11626949000118
46397,46397 - COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EM GERAL,"46 - COMERCIO POR ATACADO, EXCETO VEICULOS AUTOMOTORES E MOTOCICLETAS","463 - COMERCIO ATACADISTA ESPECIALIZADO EM PRODUTOS ALIMENTICIOS, BEBIDAS E FUMO",G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4639701 - COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EM GERAL,46,463,G,4639701,11626949000118
01113,01113 - CULTIVO DE CEREAIS,"01 - AGRICULTURA, PECUARIA E SERVICOS RELACIONADOS",011 - PRODUCAO DE LAVOURAS TEMPORARIAS,"A - AGRICULTURA, PECUARIA, PRODUCAO FLORESTAL, PESCA E AQUICULTURA",0111302 - CULTIVO DE MILHO,01,011,A,0111302,44293944000170
01113,01113 - CULTIVO DE CEREAIS,"01 - AGRICULTURA, PECUARIA E SERVICOS RELACIONADOS",011 - PRODUCAO DE LAVOURAS TEMPORARIAS,"A - AGRICULTURA, PECUARIA, PRODUCAO FLORESTAL, PESCA E AQUICULTURA",0111303 - CULTIVO DE TRIGO,01,011,A,0111303,44293944000170
01512,01512 - CRIACAO DE BOVINOS,"01 - AGRICULTURA, PECUARIA E SERVICOS RELACIONADOS",015 - PECUARIA,"A - AGRICULTURA, PECUARIA, PRODUCAO FLORESTAL, PESCA E AQUICULTURA",0151201 - CRIACAO DE BOVINOS PARA CORTE,01,015,A,0151201,44293944000170
47512,47512 - COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA,47 - COMERCIO VAREJISTA,475 - COMERCIO VAREJISTA DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO; EQUIPAMENTOS E ARTIGOS DE USO DOMESTICO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4751201 - COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA,47,475,G,4751201,20025362000144
47598,47598 - COMERCIO VAREJISTA DE ARTIGOS DE USO DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE,47 - COMERCIO VAREJISTA,475 - COMERCIO VAREJISTA DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO; EQUIPAMENTOS E ARTIGOS DE USO DOMESTICO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4759899 - COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE,47,475,G,4759899,20025362000144
47610,"47610 - COMERCIO VAREJISTA DE LIVROS, JORNAIS, REVISTAS E PAPELARIA",47 - COMERCIO VAREJISTA,"476 - COMERCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4761001 - COMERCIO VAREJISTA DE LIVROS,47,476,G,4761001,20025362000144
47636,47636 - COMERCIO VAREJISTA DE ARTIGOS RECREATIVOS E ESPORTIVOS,47 - COMERCIO VAREJISTA,"476 - COMERCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4763601 - COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS,47,476,G,4763601,20025362000144
62091,"62091 - SUPORTE TECNICO, MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO",62 - ATIVIDADES DOS SERVICOS DE TECNOLOGIA DA INFORMACAO,620 - ATIVIDADES DOS SERVICOS DE TECNOLOGIA DA INFORMACAO,J - INFORMACAO E COMUNICACAO,"6209100 - SUPORTE TECNICO, MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO",62,620,J,6209100,20025362000144
82199,"82199 - FOTOCOPIAS, PREPARACAO DE DOCUMENTOS E OUTROS SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO","82 - SERVICOS DE ESCRITORIO, DE APOIO ADMINISTRATIVO E OUTROS SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS",821 - SERVICOS DE ESCRITORIO E APOIO ADMINISTRATIVO,N - ATIVIDADES ADMINISTRATIVAS E SERVICOS COMPLEMENTARES,8219901 - FOTOCOPIAS,82,821,N,8219901,20025362000144
85996,85996 - ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE,85 - EDUCACAO,859 - OUTRAS ATIVIDADES DE ENSINO,P - EDUCACAO,8599603 - TREINAMENTO EM INFORMATICA,85,859,P,8599603,20025362000144
95118,95118 - REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS,95 - REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO E DE OBJETOS PESSOAIS E DOMESTICOS,951 - REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO,S - OUTRAS ATIVIDADES DE SERVICOS,9511800 - REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS,95,951,S,9511800,20025362000144
47636,47636 - COMERCIO VAREJISTA DE ARTIGOS RECREATIVOS E ESPORTIVOS,47 - COMERCIO VAREJISTA,"476 - COMERCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4763602 - COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS,47,476,G,4763602,20025362000144
47636,47636 - COMERCIO VAREJISTA DE ARTIGOS RECREATIVOS E ESPORTIVOS,47 - COMERCIO VAREJISTA,"476 - COMERCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4763603 - COMERCIO VAREJISTA DE BICICLETAS E TRICICLOS; PECAS E ACESSORIOS,47,476,G,4763603,20025362000144
43215,43215 - INSTALACOES ELETRICAS,43 - SERVICOS ESPECIALIZADOS PARA CONSTRUCAO,"432 - INSTALACOES ELETRICAS, HIDRAULICAS E OUTRAS INSTALACOES EM CONSTRUCOES",F - CONSTRUCAO,4321500 - INSTALACAO E MANUTENCAO ELETRICA,43,432,F,4321500,20025362000144
47814,47814 - COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47 - COMERCIO VAREJISTA,478 - COMERCIO VAREJISTA DE PRODUTOS NOVOS NAO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4781400 - COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47,478,G,4781400,20025362000144
95215,95215 - REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO,95 - REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO E DE OBJETOS PESSOAIS E DOMESTICOS,952 - REPARACAO E MANUTENCAO DE OBJETOS E EQUIPAMENTOS PESSOAIS E DOMESTICOS,S - OUTRAS ATIVIDADES DE SERVICOS,9521500 - REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO,95,952,S,9521500,20025362000144
47512,47512 - COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA,47 - COMERCIO VAREJISTA,475 - COMERCIO VAREJISTA DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO; EQUIPAMENTOS E ARTIGOS DE USO DOMESTICO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4751202 - RECARGA DE CARTUCHOS PARA EQUIPAMENTOS DE INFORMATICA,47,475,G,4751202,20025362000144
47423,47423 - COMERCIO VAREJISTA DE MATERIAL ELETRICO,47 - COMERCIO VAREJISTA,474 - COMERCIO VAREJISTA DE MATERIAL DE CONSTRUCAO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4742300 - COMERCIO VAREJISTA DE MATERIAL ELETRICO,47,474,G,4742300,20025362000144
47563,47563 - COMERCIO VAREJISTA ESPECIALIZADO DE INSTRUMENTOS MUSICAIS E ACESSORIOS,47 - COMERCIO VAREJISTA,475 - COMERCIO VAREJISTA DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO; EQUIPAMENTOS E ARTIGOS DE USO DOMESTICO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4756300 - COMERCIO VAREJISTA ESPECIALIZADO DE INSTRUMENTOS MUSICAIS E ACESSORIOS,47,475,G,4756300,20025362000144
62015,62015 - DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA,62 - ATIVIDADES DOS SERVICOS DE TECNOLOGIA DA INFORMACAO,620 - ATIVIDADES DOS SERVICOS DE TECNOLOGIA DA INFORMACAO,J - INFORMACAO E COMUNICACAO,6201501 - DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA,62,620,J,6201501,20025362000144
47296,47296 - COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE; PRODUTOS DO FUMO,47 - COMERCIO VAREJISTA,"472 - COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS, BEBIDAS E FUMO",G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4729699 - COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE,47,472,G,4729699,20025362000144
47725,"47725 - COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",47 - COMERCIO VAREJISTA,"477 - COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, PERFUMARIA E COSMETICOS E ARTIGOS MEDICOS, OPTICOS E ORTOPEDICOS",G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,"4772500 - COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",47,477,G,4772500,20025362000144
47890,47890 - COMERCIO VAREJISTA DE OUTROS PRODUTOS NOVOS NAO ESPECIFICADOS ANTERIORMENTE,47 - COMERCIO VAREJISTA,478 - COMERCIO VAREJISTA DE PRODUTOS NOVOS NAO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4789005 - COMERCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITARIOS,47,478,G,4789005,20025362000144
47440,"47440 - COMERCIO VAREJISTA DE FERRAGENS, MADEIRA E MATERIAIS DE CONSTRUCAO",47 - COMERCIO VAREJISTA,474 - COMERCIO VAREJISTA DE MATERIAL DE CONSTRUCAO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4744099 - COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,47,474,G,4744099,20025362000144
47521,47521 - COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO,47 - COMERCIO VAREJISTA,475 - COMERCIO VAREJISTA DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO; EQUIPAMENTOS E ARTIGOS DE USO DOMESTICO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4752100 - COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO,47,475,G,4752100,20025362000144
47539,47539 - COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO,47 - COMERCIO VAREJISTA,475 - COMERCIO VAREJISTA DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO; EQUIPAMENTOS E ARTIGOS DE USO DOMESTICO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4753900 - COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO,47,475,G,4753900,20025362000144
47547,"47547 - COMERCIO VAREJISTA ESPECIALIZADO DE MOVEIS, COLCHOARIA E ARTIGOS DE ILUMINACAO",47 - COMERCIO VAREJISTA,475 - COMERCIO VAREJISTA DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO; EQUIPAMENTOS E ARTIGOS DE USO DOMESTICO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4754701 - COMERCIO VAREJISTA DE MOVEIS,47,475,G,4754701,20025362000144
47555,"47555 - COMERCIO VAREJISTA ESPECIALIZADO DE TECIDOS E ARTIGOS DE CAMA, MESA E BANHO",47 - COMERCIO VAREJISTA,475 - COMERCIO VAREJISTA DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO; EQUIPAMENTOS E ARTIGOS DE USO DOMESTICO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4755502 - COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,47,475,G,4755502,20025362000144
47555,"47555 - COMERCIO VAREJISTA ESPECIALIZADO DE TECIDOS E ARTIGOS DE CAMA, MESA E BANHO",47 - COMERCIO VAREJISTA,475 - COMERCIO VAREJISTA DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO; EQUIPAMENTOS E ARTIGOS DE USO DOMESTICO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,"4755503 - COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO",47,475,G,4755503,20025362000144
47571,"47571 - COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO, EXCETO INFORMATICA E COMUNICACAO",47 - COMERCIO VAREJISTA,475 - COMERCIO VAREJISTA DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO; EQUIPAMENTOS E ARTIGOS DE USO DOMESTICO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,"4757100 - COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO, EXCETO INFORMATICA E COMUNICACAO",47,475,G,4757100,20025362000144
47598,47598 - COMERCIO VAREJISTA DE ARTIGOS DE USO DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE,47 - COMERCIO VAREJISTA,475 - COMERCIO VAREJISTA DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO; EQUIPAMENTOS E ARTIGOS DE USO DOMESTICO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,"4759801 - COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA, CORTINAS E PERSIANAS",47,475,G,4759801,20025362000144
43223,"43223 - INSTALACOES HIDRAULICAS, DE SISTEMAS DE VENTILACAO E REFRIGERACAO",43 - SERVICOS ESPECIALIZADOS PARA CONSTRUCAO,"432 - INSTALACOES ELETRICAS, HIDRAULICAS E OUTRAS INSTALACOES EM CONSTRUCOES",F - CONSTRUCAO,"4322301 - INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS",43,432,F,4322301,20025362000144
